asap0_id,asap0_name,hs_code,hs_name,comment,g1_w_crop,g1_w_range,g1_w_any,ISO3
199,Pakistan,0,No hotspot,Below average rainfall in NW PAK (Fed administered Tribal Areas) since February dekad 2 included. Zone to be monitored.,2,2,3,PAK
206,Peru,0,No hotspot,"Despite a delayed onset of rain and dry conditions at the start of the season (December) in Peru coastal areas, rainfall performance in the last two months has been above average. Indeed, the sowing area at the beginning of the 2017 season has been reduced around 10%, compared with the average of the last five years (2012-2016), according to the SIEA (Sistema Integrado de Estadísticas Agrarias). Nevertheless, cereal production is expected to be above normal at the end of the season in the following weeks (GIEWS, 20 March 2017).",14,13,16,PER
209,Uganda,0,No hotspot,Rainfall has improved in most parts of the country since late February favouring early growing stages of the main season.,3,1,4,UGA
210,Eswatini,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SWZ
212,Chad,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,TCD
218,Zimbabwe,0,No hotspot,Rainfall was generally good from mid December and continued through February and March in all regions allowing for late planting. Maize areas and expected yields are close to average with yield reductions expected only in marginal areas in the North and in part of the Southern Provinces where there is still a strong impact of the 2016 drougth and where some damage due to armyworm has been reported.,1,2,2,ZWE
219,Burkina Faso,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BFA
221,Syrian A.R.,2,Major hotspot,"Still below average vegetation condition in the northeast cereal production area of Hassakeh since end December, as well as in the western part of the country (Aleppo, Idleb, Hama, Homs) despite normal rainfall, which suggests reduced (or failed) sowings as a result of the on-going conflict which most likely reduced access to fields as well as to seeds and fuel, and damaged irrigation infrastructure...
Situation to be monitored.",10,6,10,
13,Kyrgyzstan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,KGZ
20,Bangladesh,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BGD
27,Tajikistan,0,No hotspot,Precipitation above avg in SW TJK (Khatlon) since 3rd dekad of Jan.,1,0,1,TJK
29,Sudan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,3,3,SDN
33,Mozambique,0,No hotspot,Crop condition have generally improved in Mozambique due to good rainfall in January and February. Some concerns remain for the Southern part due to damages related to the cyclone Dineo.,4,6,6,MOZ
35,Cuba,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,3,CUB
41,Laos,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,6,6,LAO
43,Djibouti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,DJI
50,Uzbekistan,0,No hotspot,SE of country with precipitations above avg (esp 2nd dek Feb).,2,6,8,UZB
51,Madagascar,1,Hotspot,"Rice suffered rainfall deficit in the north and eastern part of the country and area planted is reduced.
Western and Southern parts had a late start but have improved over the last month.",16,17,18,MDG
52,El Salvador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SLV
59,Mali,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,2,MLI
61,C. African Rep.,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,4,9,
66,Ghana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,GHA
67,Afghanistan,0,No hotspot,Precipitations above agv in the N of AFG from Hirat to Takhar.,11,12,14,AFG
68,Haiti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HTI
74,Tanzania,2,Major hotspot,"Most of the country experienced rainfall deficits over the last months, affecting short season crops in the Northern part and the main rainy season in the south and central parts.",29,29,30,TZA
77,Botswana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,4,1,4,BWA
78,Iraq,1,Hotspot,"Below average vegetation condition for wheat and barley (normally sown from October to December) in the north of the country (Ninewa, Dahuk, Erbil, Sulaymaniyah). 
Situation to be monitored.",9,7,9,IRQ
79,Egypt,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,9,27,27,EGY
80,Niger,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,2,NER
81,Myanmar,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,MMR
82,Senegal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,3,3,SEN
83,Ecuador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,1,3,ECU
88,South Sudan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SSD
90,Mauritania,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,7,5,7,MRT
92,Angola,0,No hotspot,Crop conditions in the Southern part are back to normal. Concerns remain only for dry conditions in Bengo province.,9,10,10,AGO
93,Nicaragua,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NIC
96,Eritrea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,3,ERI
100,Honduras,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HND
105,Algeria,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,25,18,25,DZA
108,Bolivia,0,No hotspot,"Despite the dry conditions during the planting (October and September) conditions have generally improved with abover-average rains received in February, mainly in the most productive area of Santa Cruz.
.",2,2,2,BOL
111,Zambia,1,Hotspot,"After a slighly late start of the season rainfall improved from mid December. Most areas of the country have been affected by an invasion of army worm. Despite treatments large areas have suffered losses. Many conventional chemicals are reported not to be efficient against army worm, which is not endemic to Southern Africa.",6,6,7,ZMB
112,Côte d'Ivoire,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,CIV
117,Guatemala,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GTM
118,Togo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,TGO
120,Morocco,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,4,MAR
121,Tunisia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,9,9,13,TUN
122,Turkmenistan,0,No hotspot,Precipitations above avg in SE TKM (Mary region).,2,4,4,TKM
126,Philippines,1,Hotspot,"Wet conditions in Jan due to northeast monsoon on eastern PHL (Bicol, east Visayas and northeast Mindamao). Watch.",4,4,4,PHL
128,Iran,0,No hotspot,"Precipitation above avg in E Iran (Khorasan) 
Situation to be monitored in W Iran (kermanshah mainly).",9,4,9,IRN
129,Namibia,0,No hotspot,Crop conditions have improved as compared to the previous month and concerns remain only in the Kunene region for maize and millet.,11,10,12,NAM
131,Gambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GMB
132,Cambodia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,10,10,KHM
133,Lesotho,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,LSO
134,Viet Nam,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,25,25,VNM
135,Cameroon,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,CMR
141,South Africa,0,No hotspot,Crop conditions are generally very good and a bumper harvest is expected in the main maize producing areas due to above average areas and good rainfall.,1,1,1,ZAF
142,Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COG
148,Malawi,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,2,MWI
150,Burundi,1,Hotspot,Low yield expectations due to dry conditions in Eastern and Southern part.,8,11,11,BDI
155,Nigeria,1,Hotspot,"Agro-climatic conditions are generally good, but due to the conflict in the north-eastern states of Borno, Adamawa and Yobe a decrease in crop area and production can be expected.",1,1,2,NGA
156,Somalia,2,Major hotspot,"Agricultural areas in Somalia are out of season now. But the failure of the Deyr season following on a low 2016 production and coupled with low pasture and drinking water availability are causing a situation with high risk of famine in the Southern and Central parts of the country. Several sources have confirmed the negative climate outlook for the next Gu season starting in April. 
More information on the Somalia drought and Gu season forecast can be found here:
[https://ec.europa.eu/jrc/en/news/somalia-persistent-drought-leads-major-food-security-crisis"" title=""Link: https://ec.europa.eu/jrc/en/news/somalia-persistent-drought-leads-major-food-security-crisis] https://ec.europa.eu/jrc/en/news/somalia-persistent-drought-leads-major-food-security-crisis",9,6,10,SOM
157,D.R. Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,3,3,
160,Liberia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,5,3,5,LBR
161,North Korea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,0,6,PRK
163,Kenya,2,Major hotspot,The harvest of the short rainy season is over and the season has been characterized by low production in most parts of the country and in particular in coastal areas. The northern pastoral areas are experiencing a particularly harsh dry season.,31,33,39,KEN
164,Yemen,0,No hotspot,Outside season for wheat and sorghum.,6,12,14,YEM
165,Timor-Leste,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,TLS
168,Sierra Leone,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,SLE
176,Libya,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,23,20,24,LBY
179,Rwanda,1,Hotspot,Irregular rainfall distribution over the December/January period in the North East has had a negative impact on A season crop. Land preparation is starting for B season crop.,3,3,3,RWA
180,Guinea-Bissau,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,GNB
183,Indonesia,0,No hotspot,"Harvest probably done in Nov-Dec in Sumatra (centre to north), on going in Java &amp; S Sumatra (the main rice areas).",9,7,9,IDN
185,Ethiopia,0,No hotspot,"There is currently no active agricultural season, Food insecurity remains of concern in the Southern regions due to low Meher season in 2016-2017.",0,4,4,ETH
188,Kazakhstan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,2,KAZ
189,Thailand,0,No hotspot,Favourable conditions of dry season rice in central region (N of Bangkok).,13,76,76,THA
190,Nepal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NPL
192,Colombia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,COL
193,Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,GIN
195,Benin,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,BEN
199,Pakistan,0,No hotspot,Above avg precipitations in NW PAK.,2,1,2,PAK
206,Peru,1,Hotspot,"Rainfall has improved in February in the coastal areas, with normal or above-average amounts that has recovered partially vegetation situation. Monitoring of the continuation of the season will still be crucial over the next weeks.",11,8,12,PER
209,Uganda,1,Hotspot,Many regions across Uganda are affected by rainfall deficits which caused a late onset of the main season and low performance of the second season. The north eastern pastoral areas are also affected by a particularly harsh dry season.,53,62,76,UGA
210,Eswatini,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SWZ
